barcode,genus_name,species,site,start_date,type,det,year,number,technique
201804491,Bombus,vosnesenskii,Veteran's Home,5/18/18,Female,T. L. Griswold,2018,1,netting
201804492,Eucera,actuosa,Goode,5/1/18,Female,T. L. Griswold,2018,1,netting
201804493,Eucera,actuosa,Goode,5/1/18,Female,T. L. Griswold,2018,1,netting
201804494,Eucera,edwardsii,Goode,5/1/18,Female,T. L. Griswold,2018,1,netting
201804496,Eucera,actuosa,Goode,5/1/18,Female,T. L. Griswold,2018,1,netting
201804497,Eucera,actuosa,Goode,5/1/18,Female,T. L. Griswold,2018,1,netting
201804500,Eucera,actuosa,Goode,5/1/18,Female,T. L. Griswold,2018,1,netting
201804501,Eucera,frater,Goode,5/1/18,Female,T. L. Griswold,2018,1,netting
201804502,Eucera,actuosa,Goode,5/1/18,Female,T. L. Griswold,2018,1,netting
201804503,Eucera,edwardsii,Goode,5/1/18,Female,T. L. Griswold,2018,1,netting
201804504,Eucera,actuosa,Goode,5/1/18,Female,T. L. Griswold,2018,1,netting
201804505,Eucera,actuosa,Goode,5/1/18,Female,T. L. Griswold,2018,1,netting
201804506,Eucera,actuosa,Goode,5/1/18,Female,T. L. Griswold,2018,1,netting
201804507,Eucera,actuosa,Goode,5/1/18,Female,T. L. Griswold,2018,1,netting
201804508,Eucera,actuosa,Goode,5/1/18,Female,T. L. Griswold,2018,1,netting
201804509,Eucera,actuosa,Goode,5/1/18,Female,T. L. Griswold,2018,1,netting
201804510,Eucera,actuosa,Goode,5/1/18,Female,T. L. Griswold,2018,1,netting
201804511,Halictus,tripartitus,Wappo hill,6/29/18,Female,T. L. Griswold,2018,1,netting
201804512,Halictus,tripartitus,Wappo hill,6/29/18,Female,T. L. Griswold,2018,1,netting
201804513,Bombus,vosnesenskii,Wappo hill,6/29/18,Female,T. L. Griswold,2018,1,netting
201804514,Halictus,tripartitus,Wappo hill,6/29/18,Female,T. L. Griswold,2018,1,netting
201804515,Lasioglossum,sp.,Wappo hill,6/29/18,Female,T. L. Griswold,2018,1,netting
201804516,Lasioglossum,sp.,Wappo hill,6/29/18,Female,T. L. Griswold,2018,1,netting
201804517,Halictus,tripartitus,Wappo hill,6/29/18,Female,T. L. Griswold,2018,1,netting
201804518,Lasioglossum,sp.,Wappo hill,6/29/18,Female,T. L. Griswold,2018,1,netting
201804519,Lasioglossum,sp.,Wappo hill,6/29/18,Female,T. L. Griswold,2018,1,netting
201804520,Halictus,tripartitus,Wappo hill,6/29/18,Female,T. L. Griswold,2018,1,netting
201804521,Halictus,tripartitus,Wappo hill,6/29/18,Female,T. L. Griswold,2018,1,netting
201804522,Halictus,tripartitus,Wappo hill,6/29/18,Female,T. L. Griswold,2018,1,netting
201804523,Halictus,tripartitus,Wappo hill,6/29/18,Female,T. L. Griswold,2018,1,netting
201804524,Lasioglossum,sp.,Wappo hill,6/29/18,Female,T. L. Griswold,2018,1,netting
201804525,Lasioglossum,sp.,Wappo hill,6/29/18,Female,T. L. Griswold,2018,1,netting
201804526,Lasioglossum,sp.,Wappo hill,6/29/18,Female,T. L. Griswold,2018,1,netting
201804527,Halictus,farinosus,Stag's Leap,7/12/18,Female,T. L. Griswold,2018,1,netting
201804528,Halictus,farinosus,Stag's Leap,7/12/18,Female,T. L. Griswold,2018,1,netting
201804530,Halictus,farinosus,Stag's Leap,7/12/18,Female,T. L. Griswold,2018,1,netting
201804532,Megachile,apicalis,Stag's Leap,7/12/18,Female,T. L. Griswold,2018,1,netting
201804533,Hylaeus,mesillae,Stag's Leap,7/12/18,Female,T. L. Griswold,2018,1,netting
201804535,Halictus,farinosus,Stag's Leap,7/12/18,Female,T. L. Griswold,2018,1,netting
201804536,Hylaeus,mesillae,Stag's Leap,7/12/18,Female,T. L. Griswold,2018,1,netting
201804537,Sphecodes,sp.,Stag's Leap,7/12/18,Female,T. L. Griswold,2018,1,netting
201804539,Hylaeus,polifolii,Stag's Leap,7/12/18,Female,T. L. Griswold,2018,1,netting
201804541,Halictus,farinosus,Stag's Leap,7/12/18,Female,T. L. Griswold,2018,1,netting
201804542,Halictus,farinosus,Stag's Leap,7/12/18,Female,T. L. Griswold,2018,1,netting
201804543,Halictus,tripartitus,Saintsbury,8/21/18,Female,T. L. Griswold,2018,1,netting
201804544,Halictus,tripartitus,Saintsbury,8/21/18,Female,T. L. Griswold,2018,1,netting
201804545,Halictus,tripartitus,Saintsbury,8/21/18,Female,T. L. Griswold,2018,1,netting
201804546,Halictus,tripartitus,Saintsbury,8/21/18,Female,T. L. Griswold,2018,1,netting
201804547,Halictus,tripartitus,Saintsbury,8/21/18,Female,T. L. Griswold,2018,1,netting
201804548,Halictus,tripartitus,Saintsbury,8/21/18,Female,T. L. Griswold,2018,1,netting
201804549,Halictus,tripartitus,Saintsbury,8/21/18,Female,T. L. Griswold,2018,1,netting
201804550,Lasioglossum,sp.,Saintsbury,8/21/18,Female,T. L. Griswold,2018,1,netting
201804551,Melissodes,lupina,Saintsbury,8/21/18,Male,J. Pawelek,2018,1,netting
201804552,Halictus,tripartitus,Saintsbury,8/21/18,Female,T. L. Griswold,2018,1,netting
201804553,Halictus,tripartitus,Saintsbury,8/21/18,Female,T. L. Griswold,2018,1,netting
201804554,Halictus,tripartitus,Saintsbury,8/21/18,Female,T. L. Griswold,2018,1,netting
201804555,Halictus,tripartitus,Saintsbury,8/21/18,Female,T. L. Griswold,2018,1,netting
201804556,Halictus,tripartitus,Saintsbury,8/21/18,Female,T. L. Griswold,2018,1,netting
201804557,Halictus,tripartitus,Saintsbury,8/21/18,Female,T. L. Griswold,2018,1,netting
201804558,Halictus,tripartitus,Saintsbury,8/21/18,Female,T. L. Griswold,2018,1,netting
201804559,Osmia,coloradensis,Hudson,6/4/18,Female,T. L. Griswold,2018,1,netting
201804560,Bombus,vosnesenskii,Hudson,6/4/18,Female,T. L. Griswold,2018,1,netting
201804561,Osmia,coloradensis,Hudson,6/4/18,Female,T. L. Griswold,2018,1,netting
201804562,Bombus,vosnesenskii,Hudson,6/4/18,Female,T. L. Griswold,2018,1,netting
201804563,Halictus,farinosus,Hudson,6/4/18,Female,T. L. Griswold,2018,1,netting
201804564,Bombus,vosnesenskii,Hudson,6/4/18,Female,T. L. Griswold,2018,1,netting
201804565,Megachile,apicalis,Hudson,6/4/18,Female,T. L. Griswold,2018,1,netting
201804566,Osmia,coloradensis,Hudson,6/4/18,Female,T. L. Griswold,2018,1,netting
201804567,Bombus,vosnesenskii,Hudson,6/4/18,Female,T. L. Griswold,2018,1,netting
201804568,Bombus,vosnesenskii,Hudson,6/4/18,Female,T. L. Griswold,2018,1,netting
201804569,Osmia,coloradensis,Hudson,6/4/18,Female,T. L. Griswold,2018,1,netting
201804570,Bombus,melanopygus,Hudson,6/4/18,Female,T. L. Griswold,2018,1,netting
201804571,Bombus,vosnesenskii,Hudson,6/4/18,Female,T. L. Griswold,2018,1,netting
201804572,Bombus,vosnesenskii,Hudson,6/4/18,Female,T. L. Griswold,2018,1,netting
201804573,Osmia,coloradensis,Hudson,6/4/18,Female,T. L. Griswold,2018,1,netting
201804574,Halictus,tripartitus,Wappo hill,7/12/18,Female,T. L. Griswold,2018,1,netting
201804576,Halictus,tripartitus,Wappo hill,7/12/18,Female,T. L. Griswold,2018,1,netting
201804577,Halictus,tripartitus,Wappo hill,7/12/18,Female,T. L. Griswold,2018,1,netting
201804578,Halictus,tripartitus,Wappo hill,7/12/18,Female,T. L. Griswold,2018,1,netting
201804579,Halictus,tripartitus,Wappo hill,7/12/18,Female,T. L. Griswold,2018,1,netting
201804580,Halictus,tripartitus,Wappo hill,7/12/18,Female,T. L. Griswold,2018,1,netting
201804581,Ceratina,acantha,Wappo hill,7/12/18,Female,T. L. Griswold,2018,1,netting
201804582,Halictus,tripartitus,Wappo hill,7/12/18,Female,T. L. Griswold,2018,1,netting
201804583,Ceratina,acantha,Wappo hill,7/12/18,Female,T. L. Griswold,2018,1,netting
201804584,Halictus,tripartitus,Wappo hill,7/12/18,Female,T. L. Griswold,2018,1,netting
201804585,Halictus,tripartitus,Wappo hill,7/12/18,Female,T. L. Griswold,2018,1,netting
201804586,Halictus,tripartitus,Wappo hill,7/12/18,Female,T. L. Griswold,2018,1,netting
201804588,Ceratina,acantha,Wappo hill,7/12/18,Female,T. L. Griswold,2018,1,netting
201804589,Anthophora,edwardsii,Stag's Leap,4/17/18,Female,T. L. Griswold,2018,1,netting
201804590,Osmia,lignaria,Stag's Leap,4/17/18,Female,T. L. Griswold,2018,1,netting
201804592,Anthophora,edwardsii,Stag's Leap,4/17/18,Female,T. L. Griswold,2018,1,netting
201804593,Habropoda,tristissima,Stag's Leap,4/17/18,Female,T. L. Griswold,2018,1,netting
201804594,Chelostoma,californicum,Stag's Leap,4/17/18,Female,T. L. Griswold,2018,1,netting
201804595,Lasioglossum,sp.,Stag's Leap,4/17/18,Female,T. L. Griswold,2018,1,netting
201804596,Habropoda,depressa,Stag's Leap,4/17/18,Female,T. L. Griswold,2018,1,netting
201804598,Melecta,edwardsii,Stag's Leap,4/17/18,Female,T. L. Griswold,2018,1,netting
201804599,Bombus,vosnesenskii,Stag's Leap,4/17/18,Female,T. L. Griswold,2018,1,netting
201804600,Habropoda,tristissima,Stag's Leap,4/17/18,Female,T. L. Griswold,2018,1,netting
201804602,Bombus,vosnesenskii,Goode,4/24/18,Female,T. L. Griswold,2018,1,netting
201804603,Eucera,edwardsii,Goode,4/24/18,Female,T. L. Griswold,2018,1,netting
201804605,Xylocopa,tabaniformis,Goode,4/24/18,Female,T. L. Griswold,2018,1,netting
201804606,Eucera,frater,Goode,4/24/18,Female,T. L. Griswold,2018,1,netting
201804608,Habropoda,depressa,Goode,4/24/18,Female,T. L. Griswold,2018,1,netting
201804609,Eucera,actuosa,Goode,4/24/18,Female,T. L. Griswold,2018,1,netting
201804610,Andrena,sp.,Goode,4/24/18,Female,T. L. Griswold,2018,1,netting
201804611,Eucera,frater,Goode,4/24/18,Female,T. L. Griswold,2018,1,netting
201804612,Eucera,actuosa,Goode,4/24/18,Female,T. L. Griswold,2018,1,netting
201804613,Eucera,frater,Goode,4/24/18,Female,T. L. Griswold,2018,1,netting
201804614,Osmia,laeta,Goode,4/24/18,Female,T. L. Griswold,2018,1,netting
201804615,Bombus,vosnesenskii,Bouverie Preserve,5/1/18,Female,T. L. Griswold,2018,1,netting
201804616,Bombus,melanopygus,Bouverie Preserve,5/1/18,Female,T. L. Griswold,2018,1,netting
201804617,Bombus,vosnesenskii,Bouverie Preserve,5/1/18,Female,T. L. Griswold,2018,1,netting
201804618,Bombus,californicus,Bouverie Preserve,5/1/18,Female,T. L. Griswold,2018,1,netting
201804619,Bombus,vosnesenskii,Bouverie Preserve,5/1/18,Female,T. L. Griswold,2018,1,netting
201804620,Bombus,vosnesenskii,Bouverie Preserve,5/1/18,Female,T. L. Griswold,2018,1,netting
201804621,Bombus,melanopygus,Bouverie Preserve,5/1/18,Female,T. L. Griswold,2018,1,netting
201804622,Bombus,vosnesenskii,Bouverie Preserve,5/1/18,Female,T. L. Griswold,2018,1,netting
201804623,Bombus,vosnesenskii,Bouverie Preserve,5/1/18,Female,T. L. Griswold,2018,1,netting
201804624,Bombus,melanopygus,Bouverie Preserve,5/1/18,Female,T. L. Griswold,2018,1,netting
201804626,Bombus,vosnesenskii,Bouverie Preserve,5/1/18,Female,T. L. Griswold,2018,1,netting
201804627,Bombus,californicus,Bouverie Preserve,5/1/18,Female,T. L. Griswold,2018,1,netting
201804628,Bombus,californicus,Wappo hill,5/18/18,Female,T. L. Griswold,2018,1,netting
201804629,Bombus,vosnesenskii,Wappo hill,5/18/18,Female,T. L. Griswold,2018,1,netting
201804630,Bombus,melanopygus,Wappo hill,5/18/18,Female,T. L. Griswold,2018,1,netting
201804631,Bombus,californicus,Wappo hill,5/18/18,Female,T. L. Griswold,2018,1,netting
201804632,Bombus,vosnesenskii,Wappo hill,5/18/18,Female,T. L. Griswold,2018,1,netting
201804633,Bombus,californicus,Wappo hill,5/18/18,Female,T. L. Griswold,2018,1,netting
201804634,Bombus,californicus,Wappo hill,5/18/18,Female,T. L. Griswold,2018,1,netting
201804637,Bombus,vosnesenskii,Wappo hill,5/18/18,Female,T. L. Griswold,2018,1,netting
201804638,Bombus,californicus,Wappo hill,5/18/18,Female,T. L. Griswold,2018,1,netting
201804639,Eucera,frater,Wappo hill,5/18/18,Female,T. L. Griswold,2018,1,netting
201804640,Bombus,californicus,Wappo hill,5/18/18,Female,T. L. Griswold,2018,1,netting
201804641,Halictus,tripartitus,Wappo hill,8/8/18,Female,T. L. Griswold,2018,1,netting
201804642,Halictus,tripartitus,Wappo hill,8/8/18,Female,T. L. Griswold,2018,1,netting
201804645,Lasioglossum,sp.,Wappo hill,8/8/18,Female,T. L. Griswold,2018,1,netting
201804646,Lasioglossum,sp.,Wappo hill,8/8/18,Female,T. L. Griswold,2018,1,netting
201804647,Lasioglossum,sp.,Wappo hill,8/8/18,Female,T. L. Griswold,2018,1,netting
201804649,Lasioglossum,sp.,Wappo hill,8/8/18,Female,T. L. Griswold,2018,1,netting
201804651,Halictus,tripartitus,Wappo hill,8/8/18,Female,T. L. Griswold,2018,1,netting
201804652,Lasioglossum,sp.,Wappo hill,8/8/18,Female,T. L. Griswold,2018,1,netting
201804653,Bombus,melanopygus,Bouverie Preserve,4/20/18,Female,T. L. Griswold,2018,1,netting
201804654,Bombus,melanopygus,Bouverie Preserve,4/20/18,Female,T. L. Griswold,2018,1,netting
201804655,Bombus,melanopygus,Bouverie Preserve,4/20/18,Female,T. L. Griswold,2018,1,netting
201804656,Bombus,vosnesenskii,Bouverie Preserve,4/20/18,Female,T. L. Griswold,2018,1,netting
201804657,Bombus,melanopygus,Bouverie Preserve,4/20/18,Female,T. L. Griswold,2018,1,netting
201804658,Bombus,vosnesenskii,Bouverie Preserve,4/20/18,Female,T. L. Griswold,2018,1,netting
201804659,Bombus,melanopygus,Bouverie Preserve,4/20/18,Female,T. L. Griswold,2018,1,netting
201804660,Bombus,vosnesenskii,Bouverie Preserve,4/20/18,Female,T. L. Griswold,2018,1,netting
201804661,Bombus,melanopygus,Bouverie Preserve,4/20/18,Female,T. L. Griswold,2018,1,netting
201804662,Eucera,frater,Bouverie Preserve,4/20/18,Female,T. L. Griswold,2018,1,netting
201804663,Bombus,melanopygus,Bouverie Preserve,4/20/18,Female,T. L. Griswold,2018,1,netting
201804664,Andrena,w-scripta,Stag's Leap,5/4/18,Female,T. L. Griswold,2018,1,netting
201804665,Chelostoma,californicum,Stag's Leap,5/4/18,Female,T. L. Griswold,2018,1,netting
201804666,Andrena,w-scripta,Stag's Leap,5/4/18,Female,T. L. Griswold,2018,1,netting
201804667,Panurginus,nigrellus,Stag's Leap,5/4/18,Female,T. L. Griswold,2018,1,netting
201804668,Lasioglossum,sp.,Stag's Leap,5/4/18,Female,T. L. Griswold,2018,1,netting
201804669,Bombus,vosnesenskii,Stag's Leap,5/4/18,Female,T. L. Griswold,2018,1,netting
201804670,Lasioglossum,sp.,Stag's Leap,5/4/18,Female,T. L. Griswold,2018,1,netting
201804671,Chelostoma,californicum,Stag's Leap,5/4/18,Female,T. L. Griswold,2018,1,netting
201804672,Dufourea,sp.,Stag's Leap,5/4/18,Female,T. L. Griswold,2018,1,netting
201804673,Andrena,w-scripta,Stag's Leap,5/4/18,Female,T. L. Griswold,2018,1,netting
201804675,Bombus,vosnesenskii,Stag's Leap,5/18/18,Female,T. L. Griswold,2018,1,netting
201804676,Bombus,vosnesenskii,Stag's Leap,5/18/18,Female,T. L. Griswold,2018,1,netting
201804677,Bombus,vosnesenskii,Stag's Leap,5/18/18,Female,T. L. Griswold,2018,1,netting
201804678,Bombus,vosnesenskii,Stag's Leap,5/18/18,Female,T. L. Griswold,2018,1,netting
201804679,Habropoda,tristissima,Stag's Leap,5/18/18,Female,T. L. Griswold,2018,1,netting
201804681,Anthophora,urbana,Stag's Leap,5/18/18,Female,T. L. Griswold,2018,1,netting
201804682,Bombus,vosnesenskii,Stag's Leap,5/18/18,Female,T. L. Griswold,2018,1,netting
201804683,Anthophora,urbana,Stag's Leap,5/18/18,Female,T. L. Griswold,2018,1,netting
201804685,Bombus,vosnesenskii,Stag's Leap,5/18/18,Female,T. L. Griswold,2018,1,netting
201804686,Bombus,vosnesenskii,Hudson,6/13/18,Female,T. L. Griswold,2018,1,netting
201804690,Megachile,coquilletti,Hudson,6/13/18,Female,T. L. Griswold,2018,1,netting
201804691,Osmia,coloradensis,Hudson,6/13/18,Female,T. L. Griswold,2018,1,netting
201804693,Halictus,tripartitus,Hudson,6/13/18,Female,T. L. Griswold,2018,1,netting
201804694,Triepeolus,sp. 2,Hudson,6/13/18,Female,T. L. Griswold,2018,1,netting
201804695,Bombus,vosnesenskii,Hudson,6/13/18,Female,T. L. Griswold,2018,1,netting
201804696,Osmia,texana,Hudson,6/13/18,Female,T. L. Griswold,2018,1,netting
201804697,Andrena,sp.,Bouverie Preserve,4/20/18,Female,T. L. Griswold,2018,1,netting
201804698,Andrena,sp.,Bouverie Preserve,4/20/18,Female,T. L. Griswold,2018,1,netting
201804699,Panurginus,occidentalis,Bouverie Preserve,4/20/18,Female,T. L. Griswold,2018,1,netting
201804700,Panurginus,occidentalis,Bouverie Preserve,4/20/18,Female,T. L. Griswold,2018,1,netting
201804701,Andrena,sp.,Bouverie Preserve,4/20/18,Female,T. L. Griswold,2018,1,netting
201804702,Andrena,sp.,Bouverie Preserve,4/20/18,Female,T. L. Griswold,2018,1,netting
201804703,Panurginus,occidentalis,Bouverie Preserve,4/20/18,Female,T. L. Griswold,2018,1,netting
201804704,Panurginus,occidentalis,Bouverie Preserve,4/20/18,Female,T. L. Griswold,2018,1,netting
201804705,Panurginus,occidentalis,Bouverie Preserve,4/20/18,Female,T. L. Griswold,2018,1,netting
201804706,Panurginus,nigrellus,Bouverie Preserve,4/20/18,Female,T. L. Griswold,2018,1,netting
201804707,Bombus,californicus,Saintsbury,6/27/18,Female,T. L. Griswold,2018,1,netting
201804708,Bombus,californicus,Saintsbury,6/27/18,Female,T. L. Griswold,2018,1,netting
201804709,Bombus,californicus,Saintsbury,6/27/18,Female,T. L. Griswold,2018,1,netting
201804710,Bombus,californicus,Saintsbury,6/27/18,Female,T. L. Griswold,2018,1,netting
201804711,Bombus,californicus,Saintsbury,6/27/18,Female,T. L. Griswold,2018,1,netting
201804712,Bombus,californicus,Saintsbury,6/27/18,Female,T. L. Griswold,2018,1,netting
201804713,Bombus,californicus,Saintsbury,6/27/18,Female,T. L. Griswold,2018,1,netting
201804714,Bombus,californicus,Saintsbury,6/27/18,Female,T. L. Griswold,2018,1,netting
201804715,Bombus,californicus,Saintsbury,6/27/18,Female,T. L. Griswold,2018,1,netting
201804716,Bombus,californicus,Saintsbury,6/27/18,Female,T. L. Griswold,2018,1,netting
201804718,Lasioglossum,sp.,Stag's Leap,8/8/18,Female,T. L. Griswold,2018,1,netting
201804719,Halictus,tripartitus,Stag's Leap,8/8/18,Female,T. L. Griswold,2018,1,netting
201804720,Lasioglossum,sp.,Stag's Leap,8/8/18,Female,T. L. Griswold,2018,1,netting
201804721,Lasioglossum,sp.,Stag's Leap,8/8/18,Female,T. L. Griswold,2018,1,netting
201804722,Lasioglossum,sp.,Stag's Leap,8/8/18,Female,T. L. Griswold,2018,1,netting
201804723,Lasioglossum,sp.,Stag's Leap,8/8/18,Female,T. L. Griswold,2018,1,netting
201804724,Lasioglossum,sp.,Stag's Leap,8/8/18,Female,T. L. Griswold,2018,1,netting
201804725,Lasioglossum,sp.,Stag's Leap,8/8/18,Female,T. L. Griswold,2018,1,netting
201804726,Lasioglossum,sp.,Stag's Leap,8/8/18,Female,T. L. Griswold,2018,1,netting
201804727,Bombus,melanopygus,Bouverie Preserve,4/20/18,Female,T. L. Griswold,2018,1,netting
201804728,Osmia,nigrifrons,Bouverie Preserve,4/20/18,Female,T. L. Griswold,2018,1,netting
201804729,Bombus,vosnesenskii,Bouverie Preserve,4/20/18,Female,T. L. Griswold,2018,1,netting
201804730,Bombus,flavifrons,Bouverie Preserve,4/20/18,Female,T. L. Griswold,2018,1,netting
201804731,Bombus,melanopygus,Bouverie Preserve,4/20/18,Female,T. L. Griswold,2018,1,netting
201804732,Osmia,nigrifrons,Bouverie Preserve,4/20/18,Female,T. L. Griswold,2018,1,netting
201804733,Bombus,melanopygus,Bouverie Preserve,4/20/18,Female,T. L. Griswold,2018,1,netting
201804734,Andrena,sp.,Bouverie Preserve,4/20/18,Female,T. L. Griswold,2018,1,netting
201804735,Bombus,melanopygus,Bouverie Preserve,4/20/18,Female,T. L. Griswold,2018,1,netting
201804736,Eucera,frater,Goode,5/1/18,Female,T. L. Griswold,2018,1,netting
201804737,Eucera,edwardsii,Goode,5/1/18,Female,T. L. Griswold,2018,1,netting
201804738,Eucera,frater,Goode,5/1/18,Female,T. L. Griswold,2018,1,netting
201804739,Halictus,tripartitus,Goode,5/1/18,Female,T. L. Griswold,2018,1,netting
201804740,Eucera,frater,Goode,5/1/18,Female,T. L. Griswold,2018,1,netting
201804741,Eucera,frater,Goode,5/1/18,Female,T. L. Griswold,2018,1,netting
201804742,Eucera,frater,Goode,5/1/18,Female,T. L. Griswold,2018,1,netting
201804743,Osmia,sp.,Goode,5/1/18,Female,T. L. Griswold,2018,1,netting
201804744,Osmia,trevoris,Goode,5/1/18,Female,T. L. Griswold,2018,1,netting
201804745,Lasioglossum,sp.,Stag's leap,9/7/18,Female,T. L. Griswold,2018,1,netting
201804746,Lasioglossum,sp.,Stag's leap,9/7/18,Female,T. L. Griswold,2018,1,netting
201804747,Lasioglossum,sp.,Stag's leap,9/7/18,Female,T. L. Griswold,2018,1,netting
201804748,Lasioglossum,sp.,Stag's leap,9/7/18,Female,T. L. Griswold,2018,1,netting
201804749,Lasioglossum,sp.,Stag's leap,9/7/18,Female,T. L. Griswold,2018,1,netting
201804750,Lasioglossum,sp.,Stag's leap,9/7/18,Female,T. L. Griswold,2018,1,netting
201804751,Lasioglossum,sp.,Stag's leap,9/7/18,Female,T. L. Griswold,2018,1,netting
201804752,Lasioglossum,sp.,Stag's leap,9/7/18,Female,T. L. Griswold,2018,1,netting
201804753,Lasioglossum,sp.,Stag's leap,9/7/18,Female,T. L. Griswold,2018,1,netting
201804754,Andrena,suavis,Veteran's Home,4/13/18,Female,T. L. Griswold,2018,1,netting
201804755,Andrena,suavis,Veteran's Home,4/13/18,Female,T. L. Griswold,2018,1,netting
201804757,Andrena,suavis,Veteran's Home,4/13/18,Female,T. L. Griswold,2018,1,netting
201804758,Andrena,suavis,Veteran's Home,4/13/18,Female,T. L. Griswold,2018,1,netting
201804760,Andrena,suavis,Veteran's Home,4/13/18,Female,T. L. Griswold,2018,1,netting
201804761,Andrena,suavis,Veteran's Home,4/13/18,Female,T. L. Griswold,2018,1,netting
201804762,Lasioglossum,mellipes,Stag's Leap,4/17/18,Female,T. L. Griswold,2018,1,netting
201804763,Andrena,w-scripta,Stag's Leap,4/17/18,Female,T. L. Griswold,2018,1,netting
201804764,Andrena,palpalis,Stag's Leap,4/17/18,Female,T. L. Griswold,2018,1,netting
201804765,Bombus,vosnesenskii,Stag's Leap,4/17/18,Female,T. L. Griswold,2018,1,netting
201804766,Bombus,vosnesenskii,Stag's Leap,4/17/18,Female,T. L. Griswold,2018,1,netting
201804767,Halictus,farinosus,Stag's Leap,4/17/18,Female,T. L. Griswold,2018,1,netting
201804768,Lasioglossum,sp.,Stag's Leap,4/17/18,Female,T. L. Griswold,2018,1,netting
201804769,Andrena,sp.,Stag's Leap,4/17/18,Female,T. L. Griswold,2018,1,netting
201804770,Andrena,subchalybea,Saintsbury,4/24/18,Female,T. L. Griswold,2018,1,netting
201804771,Andrena,subchalybea,Saintsbury,4/24/18,Female,T. L. Griswold,2018,1,netting
201804772,Halictus,tripartitus,Saintsbury,4/24/18,Female,T. L. Griswold,2018,1,netting
201804773,Andrena,subchalybea,Saintsbury,4/24/18,Female,T. L. Griswold,2018,1,netting
201804774,Halictus,tripartitus,Saintsbury,4/24/18,Female,T. L. Griswold,2018,1,netting
201804775,Halictus,tripartitus,Saintsbury,4/24/18,Female,T. L. Griswold,2018,1,netting
201804776,Andrena,subchalybea,Saintsbury,4/24/18,Female,T. L. Griswold,2018,1,netting
201804777,Andrena,subchalybea,Saintsbury,4/24/18,Female,T. L. Griswold,2018,1,netting
201804778,Bombus,californicus,Wappo hill,6/15/18,Female,T. L. Griswold,2018,1,netting
201804779,Bombus,californicus,Wappo hill,6/15/18,Female,T. L. Griswold,2018,1,netting
201804780,Bombus,californicus,Wappo hill,6/15/18,Female,T. L. Griswold,2018,1,netting
201804781,Bombus,californicus,Wappo hill,6/15/18,Female,T. L. Griswold,2018,1,netting
201804782,Bombus,californicus,Wappo hill,6/15/18,Female,T. L. Griswold,2018,1,netting
201804783,Bombus,californicus,Wappo hill,6/15/18,Female,T. L. Griswold,2018,1,netting
201804784,Bombus,californicus,Wappo hill,6/15/18,Female,T. L. Griswold,2018,1,netting
201804785,Bombus,californicus,Wappo hill,6/15/18,Female,T. L. Griswold,2018,1,netting
201804786,Halictus,tripartitus,Saintsbury,7/10/18,Female,T. L. Griswold,2018,1,netting
201804787,Lasioglossum,sp.,Saintsbury,7/10/18,Female,T. L. Griswold,2018,1,netting
201804788,Halictus,tripartitus,Saintsbury,7/10/18,Female,T. L. Griswold,2018,1,netting
201804789,Lasioglossum,sp.,Saintsbury,7/10/18,Female,T. L. Griswold,2018,1,netting
201804790,Lasioglossum,incompletus,Saintsbury,7/10/18,Female,J. Pawelek,2018,1,netting
201804791,Lasioglossum,sp.,Saintsbury,7/10/18,Female,T. L. Griswold,2018,1,netting
201804792,Lasioglossum,sp.,Saintsbury,7/10/18,Female,T. L. Griswold,2018,1,netting
201804793,Lasioglossum,sp.,Saintsbury,7/10/18,Female,T. L. Griswold,2018,1,netting
201804794,Lasioglossum,titusi,Saintsbury,8/21/18,Female,T. L. Griswold,2018,1,netting
201804795,Lasioglossum,incompletus,Saintsbury,8/21/18,Male,J. Pawelek,2018,1,netting
201804796,Lasioglossum,sp.,Saintsbury,8/21/18,Female,T. L. Griswold,2018,1,netting
201804797,Lasioglossum,sp.,Saintsbury,8/21/18,Female,T. L. Griswold,2018,1,netting
201804798,Lasioglossum,sp.,Saintsbury,8/21/18,Female,T. L. Griswold,2018,1,netting
201804799,Halictus,tripartitus,Saintsbury,8/21/18,Female,T. L. Griswold,2018,1,netting
201804800,Lasioglossum,sp.,Saintsbury,8/21/18,Female,T. L. Griswold,2018,1,netting
201804801,Halictus,tripartitus,Saintsbury,8/21/18,Female,T. L. Griswold,2018,1,netting
201804803,Eucera,frater,Wappo hill,4/13/18,Female,T. L. Griswold,2018,1,netting
201804805,Eucera,frater,Wappo hill,4/13/18,Female,T. L. Griswold,2018,1,netting
201804806,Eucera,edwardsii,Wappo hill,4/13/18,Female,T. L. Griswold,2018,1,netting
201804807,Eucera,frater,Wappo hill,4/13/18,Female,T. L. Griswold,2018,1,netting
201804808,Bombus,vosnesenskii,Wappo hill,4/13/18,Female,T. L. Griswold,2018,1,netting
201804810,Hylaeus,polifolii,Stag's Leap,6/29/18,Female,T. L. Griswold,2018,1,netting
201804811,Hylaeus,polifolii,Stag's Leap,6/29/18,Female,T. L. Griswold,2018,1,netting
201804812,Andrena,sp.,Stag's Leap,6/29/18,Female,T. L. Griswold,2018,1,netting
201804814,Halictus,tripartitus,Stag's Leap,6/29/18,Female,T. L. Griswold,2018,1,netting
201804815,Halictus,farinosus,Stag's Leap,6/29/18,Female,T. L. Griswold,2018,1,netting
201804816,Lasioglossum,sp.,Hudson,8/9/18,Female,T. L. Griswold,2018,1,netting
