collectionevent,Conditionsid,ampm,technique,color,HostPlant,Host.plant.nosp,Transect
20030606,243,PM,netting,,Patrolling,Patrolling,
20030607,244,AM,netting,,Patrolling,Patrolling,
20030608,244,PM,netting,,Patrolling,Patrolling,
20030609,244,PM,netting,,Patrolling,Patrolling,
20030610,245,AM,netting,,Carduus pycnocephalus,Carduus pycnocephalus,
20030611,245,PM,netting,,Carduus pycnocephalus,Carduus pycnocephalus,
20030612,247,AM,netting,,Rubus discolor,Rubus discolor,
20030613,247,AM,netting,,Patrolling,Patrolling,
20030614,247,AM,netting,,Carduus pycnocephalus,Carduus pycnocephalus,
20030615,247,PM,netting,,Rubus discolor,Rubus discolor,
20030616,247,PM,netting,,Carduus pycnocephalus,Carduus pycnocephalus,
20030617,247,PM,netting,,Rubus discolor,Rubus discolor,
20030618,247,PM,netting,,Patrolling,Patrolling,
20030619,247,PM,netting,,Aesculus californica,Aesculus californica,
20030620,248,AM,netting,,Carduus pycnocephalus,Carduus pycnocephalus,
20030621,248,PM,netting,,Carduus pycnocephalus,Carduus pycnocephalus,
20030622,248,PM,netting,,Carduus pycnocephalus,Carduus pycnocephalus,
20030623,249,AM,netting,,Lavandula stoechas,Lavandula stoechas,
20030624,251,AM,netting,,Symphoricarpos albus,Symphoricarpos albus,
20030625,251,AM,netting,,Hypericum concinnum,Hypericum concinnum,
20030626,251,AM,netting,,Hirschfeldia incana,Hirschfeldia incana,
20030627,253,PM,netting,,Cirsium vulgare,Cirsium vulgare,
20030628,254,AM,netting,,Hypochaeris radicata,Hypochaeris radicata,
20030629,254,AM,netting,,Madia sp.,Madia sp.,
20030630,254,PM,netting,,Madia sp.,Madia sp.,
20030631,254,PM,netting,,Hypochaeris radicata,Hypochaeris radicata,
20030632,254,PM,netting,,Cichorium intybus,Cichorium intybus,
20030633,255,AM,netting,,Aesculus californica,Aesculus californica,
20030634,255,PM,netting,,Aesculus californica,Aesculus californica,
20030635,256,AM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20030636,256,AM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20030637,256,PM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20030638,256,PM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20030639,260,AM,netting,,Rubus discolor,Rubus discolor,
20030640,260,PM,netting,,Rubus discolor,Rubus discolor,
20030641,261,AM,netting,,Centaurea calcitrapa,Centaurea calcitrapa,
20030642,261,AM,netting,,Centaurea calcitrapa,Centaurea calcitrapa,
20030643,261,PM,netting,,Centaurea calcitrapa,Centaurea calcitrapa,
20030644,263,AM,netting,,Hirschfeldia incana,Hirschfeldia incana,
20030645,263,AM,netting,,Picris echioides,Picris echioides,
20030646,263,PM,netting,,Convolvulus arvensis,Convolvulus arvensis,
20030647,264,AM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20030648,264,PM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20030649,264,PM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20030650,264,AM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20030651,267,all day,pan traps,mixed,pantrap,pantrap,T1
20030652,267,all day,pan traps,mixed,pantrap,pantrap,T2
20030653,267,AM,netting,,Chamaemelum fuscatum,Chamaemelum fuscatum,
20030654,267,AM,netting,,Mentha pulegium,Mentha pulegium,
20030655,267,AM,netting,,Hirschfeldia incana,Hirschfeldia incana,
20030656,267,AM,netting,,Mentha pulegium,Mentha pulegium,
20030657,267,AM,netting,,Hirschfeldia incana,Hirschfeldia incana,
20030658,267,AM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20030659,267,AM,netting,,Perideridia kelloggii,Perideridia kelloggii,
20030660,267,PM,netting,,Hirschfeldia incana,Hirschfeldia incana,
20030661,267,PM,netting,,Perideridia kelloggii,Perideridia kelloggii,
20030662,267,AM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20030663,267,AM,netting,,Chamaemelum fuscatum,Chamaemelum fuscatum,
20030664,268,all day,pan traps,mixed,pantrap,pantrap,T1
20030665,268,all day,pan traps,mixed,pantrap,pantrap,T2
20030666,268,PM,netting,,Lotus purshianus,Lotus purshianus,
20030667,268,PM,netting,,Lotus purshianus,Lotus purshianus,
20030668,269,all day,pan traps,mixed,pantrap,pantrap,T1
20030669,269,all day,pan traps,mixed,pantrap,pantrap,T2
20030670,269,AM,netting,,Picris echioides,Picris echioides,
20030671,269,AM,netting,,Hemizonia sp.,Hemizonia sp.,
20030672,269,AM,netting,,Mentha pulegium,Mentha pulegium,
20030673,269,AM,netting,,Picris echioides,Picris echioides,
20030674,269,AM,netting,,Hemizonia sp.,Hemizonia sp.,
20030675,269,PM,netting,,Mentha pulegium,Mentha pulegium,
20030676,269,PM,netting,,Mentha pulegium,Mentha pulegium,
20030677,269,AM,netting,,Mentha pulegium,Mentha pulegium,
20030678,270,all day,pan traps,mixed,pantrap,pantrap,T1
20030679,270,all day,pan traps,mixed,pantrap,pantrap,T2
20030680,271,all day,pan traps,mixed,pantrap,pantrap,T1
20030681,271,all day,pan traps,mixed,pantrap,pantrap,T2
20030682,271,AM,netting,,Heteromeles arbutifolia,Heteromeles arbutifolia,
20030683,271,AM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20030684,271,AM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20030685,271,PM,netting,,Heteromeles arbutifolia,Heteromeles arbutifolia,
20030686,271,PM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20030687,271,PM,netting,,Heteromeles arbutifolia,Heteromeles arbutifolia,
20030688,271,AM,netting,,Heteromeles arbutifolia,Heteromeles arbutifolia,
20030689,271,AM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20030690,271,PM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20030691,271,PM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20030692,272,all day,pan traps,mixed,pantrap,pantrap,T1
20030693,272,all day,pan traps,mixed,pantrap,pantrap,T2
20030694,272,AM,netting,,Perideridia kelloggii,Perideridia kelloggii,
20030695,272,PM,netting,,Perideridia kelloggii,Perideridia kelloggii,
20030696,272,PM,netting,,Perideridia kelloggii,Perideridia kelloggii,
20030697,273,all day,pan traps,mixed,pantrap,pantrap,T1
20030698,273,all day,pan traps,mixed,pantrap,pantrap,T2
20030699,273,AM,netting,,Perideridia kelloggii,Perideridia kelloggii,
20030700,273,AM,netting,,Hypochaeris radicata,Hypochaeris radicata,
20030701,273,AM,netting,,Aesculus californica,Aesculus californica,
20030702,273,AM,netting,,Perideridia kelloggii,Perideridia kelloggii,
20030703,273,PM,netting,,Perideridia kelloggii,Perideridia kelloggii,
20030704,273,PM,netting,,Hypochaeris radicata,Hypochaeris radicata,
20030705,273,PM,netting,,Aesculus californica,Aesculus californica,
20030706,273,PM,netting,,Picris echioides,Picris echioides,
20030707,273,PM,netting,,Perideridia kelloggii,Perideridia kelloggii,
20030708,274,all day,pan traps,mixed,pantrap,pantrap,T1
20030709,274,all day,pan traps,mixed,pantrap,pantrap,T2
20030710,274,AM,netting,,Rubus discolor,Rubus discolor,
20030711,274,PM,netting,,Rubus discolor,Rubus discolor,
20030712,275,all day,pan traps,mixed,pantrap,pantrap,T1
20030713,275,all day,pan traps,mixed,pantrap,pantrap,T2
20030714,275,AM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20030715,275,AM,netting,,Convolvulus arvensis,Convolvulus arvensis,
20030716,275,AM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20030717,275,AM,netting,,Hypochaeris radicata,Hypochaeris radicata,
20030718,275,PM,netting,,Mentha pulegium,Mentha pulegium,
20030719,275,PM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20030720,275,AM,netting,,Centaurea calcitrapa,Centaurea calcitrapa,
20030721,275,PM,netting,,Centaurea calcitrapa,Centaurea calcitrapa,
20030722,276,half day,pan traps,mixed,pantrap,pantrap,T1
20030723,276,half day,pan traps,mixed,pantrap,pantrap,T2
20030724,276,AM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20030725,276,AM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20030726,277,all day,pan traps,mixed,pantrap,pantrap,T1
20030727,277,all day,pan traps,mixed,pantrap,pantrap,T2
20030728,277,AM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20030729,277,AM,netting,,Helenium puberulum,Helenium puberulum,
20030730,277,PM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20030731,277,PM,netting,,Helenium puberulum,Helenium puberulum,
20030732,277,PM,netting,,Hirschfeldia incana,Hirschfeldia incana,
20030733,277,PM,netting,,Eschscholzia californica,Eschscholzia californica,
20030734,277,PM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20030735,277,AM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20030736,277,PM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20030737,277,PM,netting,,Aesculus californica,Aesculus californica,
20030738,278,all day,pan traps,mixed,pantrap,pantrap,T1
20030739,278,all day,pan traps,mixed,pantrap,pantrap,T2
20030740,278,AM,netting,,Hypochaeris radicata,Hypochaeris radicata,
20030741,278,AM,netting,,Convolvulus arvensis,Convolvulus arvensis,
20030742,278,AM,netting,,Hirschfeldia incana,Hirschfeldia incana,
20030743,278,AM,netting,,Convolvulus arvensis,Convolvulus arvensis,
20030744,278,AM,netting,,Cichorium intybus,Cichorium intybus,
20030745,278,AM,netting,,Picris echioides,Picris echioides,
20030746,278,PM,netting,,Hypochaeris radicata,Hypochaeris radicata,
20030747,278,PM,netting,,Hirschfeldia incana,Hirschfeldia incana,
20030748,278,PM,netting,,Foeniculum vulgare,Foeniculum vulgare,
20030749,278,PM,netting,,Hirschfeldia incana,Hirschfeldia incana,
20030750,278,PM,netting,,Foeniculum vulgare,Foeniculum vulgare,
20030751,278,AM,netting,,Hypochaeris radicata,Hypochaeris radicata,
20030752,246,PM,netting,,Brodiaea elegans,Brodiaea elegans,
20030753,279,all day,pan traps,mixed,pantrap,pantrap,T1
20030754,279,all day,pan traps,mixed,pantrap,pantrap,T2
20030755,279,AM,netting,,Convolvulus arvensis,Convolvulus arvensis,
20030756,279,AM,netting,,Picris echioides,Picris echioides,
20030757,279,AM,netting,,Mentha pulegium,Mentha pulegium,
20030758,279,AM,netting,,Lotus purshianus,Lotus purshianus,
20030759,279,AM,netting,,Patrolling,Patrolling,
20030760,279,AM,netting,,Eremocarpus setigerus,Eremocarpus setigerus,
20030761,279,AM,netting,,Convolvulus arvensis,Convolvulus arvensis,
20030762,279,AM,netting,,Picris echioides,Picris echioides,
20030763,279,AM,netting,,Madia sp.,Madia elegans,
20030764,279,AM,netting,,Mentha pulegium,Mentha pulegium,
20030765,279,AM,netting,,Cirsium vulgare,Cirsium vulgare,
20030766,279,PM,netting,,Mentha pulegium,Mentha pulegium,
20030767,279,PM,netting,,Convolvulus arvensis,Convolvulus arvensis,
20030768,279,PM,netting,,Mentha pulegium,Mentha pulegium,
20030769,279,PM,netting,,Lotus purshianus,Lotus purshianus,
20030770,280,all day,pan traps,mixed,pantrap,pantrap,T1
20030771,280,all day,pan traps,mixed,pantrap,pantrap,T2
20030772,280,AM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20030773,280,AM,netting,,Mentha pulegium,Mentha pulegium,
20030774,280,PM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20030775,280,PM,netting,,Mentha pulegium,Mentha pulegium,
20030776,280,PM,netting,,Hirschfeldia incana,Hirschfeldia incana,
20030777,280,PM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20030778,280,PM,netting,,Mentha pulegium,Mentha pulegium,
20030779,280,PM,netting,,Chamaemelum fuscatum,Chamaemelum fuscatum,
20030780,280,PM,netting,,Perideridia kelloggii,Perideridia kelloggii,
20030781,280,AM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20030782,281,all day,pan traps,mixed,pantrap,pantrap,T1
20030783,281,all day,pan traps,mixed,pantrap,pantrap,T2
20030784,281,AM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20030785,281,AM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20030786,281,PM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20030787,281,AM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20030788,281,PM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20030789,281,PM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20030790,282,all day,pan traps,mixed,pantrap,pantrap,T1
20030791,282,all day,pan traps,mixed,pantrap,pantrap,T2
20030792,283,all day,pan traps,mixed,pantrap,pantrap,T1
20030793,283,all day,pan traps,mixed,pantrap,pantrap,T2
20030794,283,AM,netting,,Cordylanthus tenuis,Cordylanthus tenuis,
20030795,283,AM,netting,,Perideridia kelloggii,Perideridia kelloggii,
20030796,283,AM,netting,,Cordylanthus tenuis,Cordylanthus tenuis,
20030797,283,PM,netting,,Cordylanthus tenuis,Cordylanthus tenuis,
20030798,283,AM,netting,,Cordylanthus tenuis,Cordylanthus tenuis,
20030799,283,AM,netting,,Cordylanthus tenuis,Cordylanthus tenuis,
20030800,284,all day,pan traps,mixed,pantrap,pantrap,T1
20030801,284,all day,pan traps,mixed,pantrap,pantrap,T2
20030802,284,PM,netting,,Madia sp.,Madia sp.,
20030803,284,PM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20030804,285,all day,pan traps,mixed,pantrap,pantrap,T1
20030805,285,all day,pan traps,mixed,pantrap,pantrap,T2
20030806,286,all day,pan traps,mixed,pantrap,pantrap,T1
20030807,286,all day,pan traps,mixed,pantrap,pantrap,T2
20030808,286,AM,netting,,Patrolling,Patrolling,
20030809,286,PM,netting,,Patrolling,Patrolling,
20030810,286,PM,netting,,Eremocarpus setigerus,Eremocarpus setigerus,
20030811,286,PM,netting,,Carduus pycnocephalus,Carduus pycnocephalus,
20030812,287,all day,pan traps,mixed,pantrap,pantrap,T1
20030813,287,all day,pan traps,mixed,pantrap,pantrap,T2
20030814,287,AM,netting,,Cirsium vulgare,Cirsium vulgare,
20030815,287,AM,netting,,Picris echioides,Picris echioides,
20030816,287,AM,netting,,Picris echioides,Picris echioides,
20030817,287,AM,netting,,Mentha pulegium,Mentha pulegium,
20030818,287,AM,netting,,Hemizonia sp.,Hemizonia sp.,
20030819,287,PM,netting,,Cirsium vulgare,Cirsium vulgare,
20030820,287,PM,netting,,Mentha pulegium,Mentha pulegium,
20030821,287,PM,netting,,Cirsium vulgare,Cirsium vulgare,
20030822,287,PM,netting,,Picris echioides,Picris echioides,
20030823,287,PM,netting,,Convolvulus arvensis,Convolvulus arvensis,
20030824,287,PM,netting,,Hemizonia sp.,Hemizonia sp.,
20030825,288,all day,pan traps,mixed,pantrap,pantrap,T1
20030826,288,all day,pan traps,mixed,pantrap,pantrap,T2
20030827,288,AM,netting,,Eremocarpus setigerus,Eremocarpus setigerus,
20030828,289,all day,pan traps,mixed,pantrap,pantrap,T1
20030829,289,all day,pan traps,mixed,pantrap,pantrap,T2
20030830,289,AM,netting,,Hirschfeldia incana,Hirschfeldia incana,
20030831,289,AM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20030832,289,PM,netting,,Hirschfeldia incana,Hirschfeldia incana,
20030833,289,PM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20030834,289,PM,netting,,Mentha pulegium,Mentha pulegium,
20030835,289,PM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20030836,289,PM,netting,,Mentha pulegium,Mentha pulegium,
20030837,290,all day,pan traps,mixed,pantrap,pantrap,T1
20030838,290,all day,pan traps,mixed,pantrap,pantrap,T2
20030839,290,PM,netting,,Hemizonia sp.,Hemizonia sp.,
20030840,290,PM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20030841,290,PM,netting,,Hemizonia sp.,Hemizonia sp.,
20030842,291,all day,pan traps,mixed,pantrap,pantrap,T1
20030843,291,all day,pan traps,mixed,pantrap,pantrap,T2
20030845,292,all day,pan traps,mixed,pantrap,pantrap,T1
20030846,292,all day,pan traps,mixed,pantrap,pantrap,T2
20030847,292,PM,netting,,Cordylanthus tenuis,Cordylanthus tenuis,
20030848,292,PM,netting,,Cordylanthus tenuis,Cordylanthus tenuis,
20030849,292,AM,netting,,Cordylanthus tenuis,Cordylanthus tenuis,
20030850,292,AM,netting,,Cordylanthus tenuis,Cordylanthus tenuis,
20030851,292,PM,netting,,Cordylanthus tenuis,Cordylanthus tenuis,
20030852,292,PM,netting,,Cordylanthus tenuis,Cordylanthus tenuis,
20030853,293,all day,pan traps,mixed,pantrap,pantrap,T1
20030854,293,all day,pan traps,mixed,pantrap,pantrap,T2
20030855,293,AM,netting,,Hypochaeris glabra,Hypochaeris glabra,
20030856,293,PM,netting,,Hypochaeris glabra,Hypochaeris glabra,
20030857,293,PM,netting,,Eremocarpus setigerus,Eremocarpus setigerus,
20030858,294,all day,pan traps,mixed,pantrap,pantrap,T1
20030859,294,all day,pan traps,mixed,pantrap,pantrap,T2
20030860,294,AM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20030861,294,PM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20030862,294,PM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20030863,295,half day,pan traps,mixed,pantrap,pantrap,T1
20030864,295,half day,pan traps,mixed,pantrap,pantrap,T2
20030865,296,half day,pan traps,mixed,pantrap,pantrap,T1
20030866,296,half day,pan traps,mixed,pantrap,pantrap,T2
20030867,296,AM,netting,,Picris echioides,Picris echioides,
20030868,296,AM,netting,,Lactuca serriola,Lactuca serriola,
20030869,296,AM,netting,,Hirschfeldia incana,Hirschfeldia incana,
20030870,296,AM,netting,,Hypochaeris radicata,Hypochaeris radicata,
20030871,296,AM,netting,,Picris echioides,Picris echioides,
20030872,296,AM,netting,,Lactuca serriola,Lactuca serriola,
20030873,296,AM,netting,,Hypochaeris radicata,Hypochaeris radicata,
20030874,296,AM,netting,,Convolvulus arvensis,Convolvulus arvensis,
20030875,297,half day,pan traps,mixed,pantrap,pantrap,T1
20030876,297,half day,pan traps,mixed,pantrap,pantrap,T2
20030877,298,all day,pan traps,mixed,pantrap,pantrap,T1
20030878,298,all day,pan traps,mixed,pantrap,pantrap,T2
20030879,298,AM,netting,,Polygonum paronychia,Polygonum sp.,
20030880,298,AM,netting,,Helenium puberulum,Helenium puberulum,
20030881,298,PM,netting,,Polygonum paronychia,Polygonum sp.,
20030882,298,PM,netting,,Helenium puberulum,Helenium puberulum,
20030883,299,all day,pan traps,mixed,pantrap,pantrap,T1
20030884,299,all day,pan traps,mixed,pantrap,pantrap,T2
20030885,300,all day,pan traps,mixed,pantrap,pantrap,T1
20030886,300,all day,pan traps,mixed,pantrap,pantrap,T2
20030887,300,AM,netting,,Baccharis pilularis,Baccharis pilularis,
20030888,300,AM,netting,,Conyza canadensis,Conyza canadensis,
20030889,300,AM,netting,,Baccharis pilularis,Baccharis pilularis,
20030890,300,PM,netting,,Conyza canadensis,Conyza canadensis,
20030891,300,PM,netting,,Baccharis pilularis,Baccharis pilularis,
20030892,300,PM,netting,,Hirschfeldia incana,Hirschfeldia incana,
20030893,300,PM,netting,,Conyza canadensis,Conyza canadensis,
20030894,300,PM,netting,,Baccharis pilularis,Baccharis pilularis,
20030895,300,PM,netting,,Hirschfeldia incana,Hirschfeldia incana,
20030896,301,all day,pan traps,mixed,pantrap,pantrap,T1
20030897,301,all day,pan traps,mixed,pantrap,pantrap,T2
20030898,302,all day,pan traps,mixed,pantrap,pantrap,T1
20030899,302,all day,pan traps,mixed,pantrap,pantrap,T2
20030900,303,all day,pan traps,mixed,pantrap,pantrap,T1
20030901,303,all day,pan traps,mixed,pantrap,pantrap,T2
20030902,304,all day,pan traps,mixed,pantrap,pantrap,T1
20030903,304,all day,pan traps,mixed,pantrap,pantrap,T2
20030904,305,all day,pan traps,mixed,pantrap,pantrap,T1
20030905,305,all day,pan traps,mixed,pantrap,pantrap,T2
20030906,306,all day,pan traps,mixed,pantrap,pantrap,T1
20030907,306,all day,pan traps,mixed,pantrap,pantrap,T2
20040001,699,all day,pan traps,mixed,,,
20040002,708,all day,pan traps,mixed,,,
20040003,785,all day,pan traps,mixed,,,
20040004,784,all day,pan traps,mixed,,,
20040005,778,all day,pan traps,mixed,,,
20040006,701,all day,pan traps,mixed,,,
20040007,722,all day,pan traps,mixed,,,
20040008,709,all day,pan traps,mixed,,,
20040009,737,all day,pan traps,mixed,,,
20040010,750,all day,pan traps,mixed,,,
20040011,729,all day,pan traps,mixed,,,
20040012,727,all day,pan traps,mixed,,,
20040013,704,all day,pan traps,mixed,,,
20040014,713,all day,pan traps,mixed,,,
20040015,753,all day,pan traps,mixed,,,
20040016,734,all day,pan traps,mixed,,,
20040017,746,all day,pan traps,mixed,,,
20040018,745,all day,pan traps,mixed,,,
20040019,736,all day,pan traps,mixed,,,
20040020,726,all day,pan traps,mixed,,,
20040021,715,all day,pan traps,mixed,,,
20040022,703,all day,pan traps,mixed,,,
20040023,754,all day,pan traps,mixed,,,
20040024,702,all day,pan traps,mixed,,,
20040025,744,all day,pan traps,mixed,,,
20040026,725,all day,pan traps,mixed,,,
20040027,782,all day,pan traps,mixed,,,
20040028,714,all day,pan traps,mixed,,,
20040029,752,all day,pan traps,mixed,,,
20040030,774,all day,pan traps,mixed,,,
20040031,776,all day,pan traps,mixed,,,
20040032,766,all day,pan traps,mixed,,,
20040033,773,all day,pan traps,mixed,,,
20040034,769,all day,pan traps,mixed,,,
20040035,791,all day,pan traps,mixed,,,
20040036,775,all day,pan traps,mixed,,,
20040037,781,all day,pan traps,mixed,,,
20040038,779,all day,pan traps,mixed,,,
20040039,780,all day,pan traps,mixed,,,
20040040,735,all day,pan traps,mixed,,,
20040041,762,all day,pan traps,mixed,,,
20040042,719,all day,pan traps,mixed,,,
20040043,700,all day,pan traps,mixed,,,
20040044,707,all day,pan traps,mixed,,,
20040045,723,all day,pan traps,mixed,,,
20040047,738,all day,pan traps,mixed,,,
20040048,751,all day,pan traps,mixed,,,
20040049,777,all day,pan traps,mixed,,,
20040050,731,all day,pan traps,mixed,,,
20040051,739,all day,pan traps,mixed,,,
20040052,759,all day,pan traps,mixed,,,
20040053,764,all day,pan traps,mixed,,,
20040054,767,all day,pan traps,mixed,,,
20040055,771,all day,pan traps,mixed,,,
20040056,803,all day,pan traps,mixed,,,
20040057,805,all day,pan traps,mixed,,,
20040058,749,all day,pan traps,mixed,,,
20040059,721,all day,pan traps,mixed,,,
20040060,724,all day,pan traps,mixed,,,
20040061,768,all day,pan traps,mixed,,,
20040062,807,all day,pan traps,mixed,,,
20040063,806,all day,pan traps,mixed,,,
20040064,804,all day,pan traps,mixed,,,
20040065,763,all day,pan traps,mixed,,,
20040066,796,all day,pan traps,mixed,,,
20040067,757,all day,pan traps,mixed,,,
20040068,772,all day,pan traps,mixed,,,
20040069,762,all day,pan traps,mixed,,,
20040070,760,all day,pan traps,mixed,,,
20040071,800,all day,pan traps,mixed,,,
20040072,742,all day,pan traps,mixed,,,
20040073,747,all day,pan traps,mixed,,,
20040074,757,all day,pan traps,mixed,,,
20040076,732,all day,pan traps,mixed,,,
20040077,547,all day,pan traps,mixed,,,
20040079,710,all day,pan traps,mixed,,,
20040081,733,all day,pan traps,mixed,,,
20040082,712,all day,pan traps,mixed,,,
20040085,740,all day,pan traps,mixed,,,
20040086,794,all day,pan traps,mixed,,,
20040088,691,all day,pan traps,mixed,,,
20040089,730,all day,pan traps,mixed,,,
20040090,743,all day,pan traps,mixed,,,
20040091,789,all day,pan traps,mixed,,,
20040092,801,all day,pan traps,mixed,,,
20040093,761,all day,pan traps,mixed,,,
20040094,693,all day,pan traps,mixed,,,
20040095,690,all day,pan traps,mixed,,,
20040096,802,all day,pan traps,mixed,,,
20040097,790,all day,pan traps,mixed,,,
20040098,795,all day,pan traps,mixed,,,
20040099,770,all day,pan traps,mixed,,,
20040100,792,all day,pan traps,mixed,,,
20040101,793,all day,pan traps,mixed,,,
20040102,798,all day,pan traps,mixed,,,
20040103,749,all day,pan traps,mixed,,,
20040104,706,all day,pan traps,mixed,,,
20040105,765,all day,pan traps,mixed,,,
20040107,705,all day,pan traps,mixed,,,
20040108,718,all day,pan traps,mixed,,,
20040109,695,all day,pan traps,mixed,,,
20040110,717,all day,pan traps,mixed,,,
20040111,741,all day,pan traps,mixed,,,
20040112,711,all day,pan traps,mixed,,,
20040113,748,all day,pan traps,mixed,,,
20040114,758,all day,pan traps,mixed,,,
20040115,755,all day,pan traps,mixed,,,
20040116,693,all day,pan traps,mixed,,,
20040160,698,all day,pan traps,mixed,,,
20040161,797,all day,pan traps,mixed,,,
20040162,783,all day,pan traps,mixed,,,
20050000,809,all day,pan traps,mixed,,,
20050001,809,am,netting,,Patrolling,Patrolling,
20050002,809,am,netting,,Eschscholzia californica,Eschscholzia californica,
20050003,809,am,netting,,Ceanothus thrysiflora,Ceanothus thrysiflora,
20050004,809,pm,netting,,Patrolling,Patrolling,
20050005,809,pm,netting,,Ranunculus sp.,Ranunculus sp.,
20050006,809,pm,netting,,Raphanus sativus,Raphanus sativus,
20050007,826,all day,pan traps,mixed,,,
20050008,826,am,netting,,Patrolling,Patrolling,
20050009,826,pm,netting,,Eschscholzia californica,Eschscholzia californica,
20050010,826,pm,netting,,Raphanus sativus,Raphanus sativus,
20050011,843,all day,pan traps,mixed,,,
20050012,843,am,netting,,Hypochaeris radicata,Hypochaeris radicata,
20050013,843,pm,netting,,Hypochaeris radicata,Hypochaeris radicata,
20050014,868,all day,pan traps,mixed,,,
20050015,868,pm,netting,,Picris echioides,Picris echioides,
20050016,883,all day,pan traps,mixed,,,
20050017,883,pm,netting,,Picris echioides,Picris echioides,1
20050018,887,all day,pan traps,mixed,,,
20050019,887,am,netting,,Picris echioides,Picris echioides,
20050020,887,pm,netting,,Picris echioides,Picris echioides,
20050021,815,all day,pan traps,mixed,,,
20050022,815,am,netting,,Hirschfeldia incana,Hirschfeldia incana,
20050023,815,pm,netting,,Hypochaeris radicata,Hypochaeris radicata,
20050024,815,pm,netting,,Eschscholzia californica,Eschscholzia californica,
20050025,815,pm,netting,,Eriogonum latifolium,Eriogonum latifolium,
20050026,837,all day,pan traps,,,,
20050027,837,am,netting,,Taraxacum officinale,Taraxacum officinale,
20050028,837,am,netting,,Hypochaeris radicata,Hypochaeris radicata,
20050029,837,pm,netting,,Hypochaeris radicata,Hypochaeris radicata,
20050030,837,pm,netting,,Hypochaeris radicata,Hypochaeris radicata,
20050031,849,all day,pan traps,mmixed,,,
20050032,849,am,netting,,Patrolling,Patrolling,
20050033,849,am,netting,,Urospermum picroides,Urospermum picroides,
20050034,849,am,netting,,Taraxacum officinale,Taraxacum officinale,
20050035,849,pm,netting,,Eschscholzia californica,Eschscholzia californica,
20050036,849,pm,netting,,Eschscholzia californica,Eschscholzia californica,
20050037,849,pm,netting,,Picris echioides,Picris echioides,
20050038,849,pm,netting,,Hypochaeris radicata,Hypochaeris radicata,
20050039,849,pm,netting,,Hypochaeris radicata,Hypochaeris radicata,
20050040,865,all day,pan traps,mixed,,,
20050041,865,am,netting,,Eschscholzia californica,Eschscholzia californica,
20050042,849,am,netting,,Eschscholzia californica,Eschscholzia californica,
20050043,865,am,netting,,Eschscholzia californica,Eschscholzia californica,
20050044,865,am,netting,,Picris echioides,Picris echioides,
20050045,875,all day,pan traps,mixed,,,
20050046,875,am,netting,,Picris echioides,Picris echioides,
20050047,875,am,netting,,Hypochaeris radicata,Hypochaeris radicata,
20050048,875,pm,netting,,Hypochaeris radicata,Hypochaeris radicata,
20050049,875,pm,netting,,Picris echioides,Picris echioides,
20050050,897,all day,pan traps,mixed,,,
20050051,897,am,netting,,Picris echioides,Picris echioides,
20050052,897,pm,netting,,Baccharis pilularis,Baccharis pilularis,
